0.000000000000000000e+00 4.461538461540000000e+00 0.000000000000000000e+00
5.442280219786950202e-01 4.461468768719179856e+00 7.767761961777010227e-03
1.094909340660700003e+00 4.460876013506219984e+00 4.317025564126789755e-02
1.645590659342700102e+00 4.460065196825169664e+00 9.307587416389520585e-02
2.196271978024700200e+00 4.459787496668480067e+00 1.471385601118460063e-01
2.746953296706700076e+00 4.459640521213739994e+00 2.012590569548849961e-01
3.297634615388699952e+00 4.458588202774370401e+00 2.553552179936289801e-01
3.848315934070699829e+00 4.456481797334739703e+00 3.098145373049360218e-01
4.398997252752690379e+00 4.453590144638820192e+00 3.645799541162529911e-01
4.949678571434700025e+00 4.450167084773140047e+00 4.195192662677150186e-01
5.500359890116699901e+00 4.446386405195410063e+00 4.745438886093940045e-01
6.051041208798699778e+00 4.442341431153879583e+00 5.296270359923029858e-01
6.601722527480699654e+00 4.438073508789769583e+00 5.847970049469789489e-01
7.152403846162700418e+00 4.433555342908300112e+00 6.401357255194489726e-01
7.703085164844689636e+00 4.428700025694920051e+00 6.957606752049370069e-01
8.253766483526689512e+00 4.423358923943140120e+00 7.518049856267949860e-01
8.804447802208699159e+00 4.417331969212679788e+00 8.083860565662479569e-01
9.355129120890689265e+00 4.410339629332609590e+00 8.655818024839150304e-01
9.905810439572700687e+00 4.402020737957100138e+00 9.234145286282440246e-01
1.045649175825469968e+01 4.392109959918109929e+00 9.818229528056869881e-01
1.100717307693670044e+01 4.380440844457240246e+00 1.040694274483749959e+00
1.155785439561869943e+01 4.366885300043329643e+00 1.099845943936690107e+00
1.210853571430070019e+01 4.351407167528069664e+00 1.159094219548240101e+00
1.265921703298269918e+01 4.334139438168209679e+00 1.218278451944579954e+00
1.320989835166469994e+01 4.315282369792499573e+00 1.277265713369269973e+00
1.376057967034670071e+01 4.295037816344530412e+00 1.335960251834120038e+00
1.431126098902869970e+01 4.273627786518160221e+00 1.394313995066980061e+00
1.486194230771070046e+01 4.251310762829150214e+00 1.452332376879490017e+00
1.541262362639269945e+01 4.228337649705849799e+00 1.510058478351089972e+00
1.596330494507470021e+01 4.204873579682359974e+00 1.567550419703860110e+00
1.651398626375669920e+01 4.180953543389509974e+00 1.624861603565159962e+00
1.706466758243870174e+01 4.156496956193140413e+00 1.682029251248519985e+00
1.761534890112070073e+01 4.131369974021859903e+00 1.739070603886009980e+00
1.816603021980269972e+01 4.105437620786090314e+00 1.795983535494569905e+00
1.871671153848469871e+01 4.078575657848370284e+00 1.852755062801320074e+00
1.926739285716670125e+01 4.050700838919349955e+00 1.909363077832000100e+00
1.981807417584870024e+01 4.021786229429800130e+00 1.965786068369979933e+00
2.036875549453069922e+01 3.991845262529489791e+00 2.022008612218639811e+00
2.091943681321270176e+01 3.960920936215170052e+00 2.078008787616219877e+00
2.147011813189470075e+01 3.929057872629420078e+00 2.133756720890970016e+00
2.202079945057669974e+01 3.896283420372220085e+00 2.189213352819229907e+00
2.257148076925869873e+01 3.862618396248020058e+00 2.244326030263009919e+00
2.312216208794070127e+01 3.828073476114480123e+00 2.299041181531030098e+00
2.367284340662270026e+01 3.792654920167270127e+00 2.353314187963159831e+00
2.422352472530469925e+01 3.756368539867959822e+00 2.407109600157559814e+00
2.477420604398669823e+01 3.719223148736300111e+00 2.460406119099990185e+00
2.532488736266870077e+01 3.681233704806889939e+00 2.513197768622549955e+00
2.587556868135069976e+01 3.642420807402510174e+00 2.565487297764479813e+00
2.642625000003269875e+01 3.602805888493629816e+00 2.617280200789160016e+00
2.697693131871470129e+01 3.562408705091080208e+00 2.668582564145300040e+00
2.752761263739670028e+01 3.521244154474159949e+00 2.719394950002639977e+00
2.807829395607869927e+01 3.479318869276709858e+00 2.769708811722470188e+00
2.862897527476069826e+01 3.436635300882009858e+00 2.819509553273450209e+00
2.917965659344270080e+01 3.393193841314189996e+00 2.868779602228650027e+00
2.973033791212469978e+01 3.348987991609670090e+00 2.917494697110599944e+00
3.028101923080669877e+01 3.304024225961560202e+00 2.965633896796290081e+00
3.083170054948870131e+01 3.258301970499749789e+00 3.013171376388739997e+00
3.138238186817070030e+01 3.211825211509410138e+00 3.060092322980529911e+00
3.193306318685269929e+01 3.164603547764380131e+00 3.106373177045589795e+00
3.248374450553470183e+01 3.116646795489080191e+00 3.152004024995299858e+00
3.303442582421669727e+01 3.067969908640660215e+00 3.196966232294700117e+00
3.358510714289869981e+01 3.018582170774399831e+00 3.241247244186769905e+00
3.413578846158070235e+01 2.968502559893260173e+00 3.284835503039010174e+00
3.468646978026269778e+01 2.917742299920159876e+00 3.327717199189299979e+00
3.523715109894470032e+01 2.866312624602139980e+00 3.369879545691989886e+00
3.578783241762670286e+01 2.814226738577689790e+00 3.411308479994219933e+00
3.633851373630869830e+01 2.761495553977530104e+00 3.451993249113659790e+00
3.688919505499070084e+01 2.708129422955619869e+00 3.491927276713290063e+00
3.743987637367270338e+01 2.654141088562500084e+00 3.531103420137169824e+00
3.799055769235469882e+01 2.599542961254909912e+00 3.569508522998559918e+00
3.854123901103670136e+01 2.544345235657630155e+00 3.607127625670460080e+00
3.909192032971869679e+01 2.488559158408850003e+00 3.643950093679909852e+00
3.964260164840069933e+01 2.432200156141949954e+00 3.679969254486089802e+00
4.019328296708270187e+01 2.375281726069629951e+00 3.715176864348780139e+00
4.074396428576469731e+01 2.317812928197419797e+00 3.749560500301409860e+00
4.129464560444669985e+01 2.259806007614340029e+00 3.783108560096160033e+00
4.184532692312870239e+01 2.201274624125189927e+00 3.815811348259789959e+00
4.239600824181069783e+01 2.142230634647309895e+00 3.847655214479030139e+00
4.294668956049270037e+01 2.082685464101659889e+00 3.878626367525050078e+00
4.349737087917470291e+01 2.022653762037549985e+00 3.908724109128789870e+00
4.404805219785669834e+01 1.962149000176669933e+00 3.937942400586690095e+00
4.459873351653870088e+01 1.901178758423450077e+00 3.966258446611920174e+00
4.514941483522070342e+01 1.839764466296730072e+00 3.993674216333559901e+00
4.570009615390269886e+01 1.777922833280159987e+00 4.020182483875680113e+00
4.625077747258470140e+01 1.715665861995739894e+00 4.045771668527909704e+00
4.680145879126669684e+01 1.653009973485050077e+00 4.070437968243879823e+00
4.735214010994869938e+01 1.589966981194399942e+00 4.094170199916609576e+00
4.790282142863070192e+01 1.526550683062400049e+00 4.116960340421700337e+00
4.845350274731269735e+01 1.462775019752200034e+00 4.138807694736709841e+00
4.900418406599469989e+01 1.398653600597929980e+00 4.159703095272590190e+00
4.955486538467670243e+01 1.334207845673490045e+00 4.179637381327360401e+00
5.010554670335869787e+01 1.269451474016630055e+00 4.198606467767300288e+00
5.065622802204070041e+01 1.204391644190859978e+00 4.216606463194760401e+00
5.120690934072270295e+01 1.139047669441779931e+00 4.233631470321910228e+00
5.175759065940469839e+01 1.073434736484589980e+00 4.249673915435430160e+00
5.230827197808670093e+01 1.007568146588019964e+00 4.264726284410330415e+00
5.285895329676870347e+01 9.414628161385819594e-01 4.278785522463610214e+00
5.340963461545069890e+01 8.751349632550390334e-01 4.291848889502180242e+00
5.396031593413270144e+01 8.086038823385199859e-01 4.303916245338720081e+00
5.451099725281469688e+01 7.418779074594730183e-01 4.314971290160420025e+00
5.506167857149669942e+01 6.749795685049390093e-01 4.325022698052650050e+00
5.561235989017870196e+01 6.079204018442699864e-01 4.334058573922040303e+00
