0.000000000000000000e+00 -5.538461538460000000e+00 0.000000000000000000e+00
5.442280219786950202e-01 -5.538360283006420026e+00 -1.481855435607959924e-02
1.094909340660700003e+00 -5.538206588013349752e+00 -6.803932312136599936e-02
1.645590659342700102e+00 -5.536352238552470162e+00 -1.344041166454479908e-01
2.196271978024700200e+00 -5.532373268777280195e+00 -2.021381522748920134e-01
2.746953296706700076e+00 -5.528637871580169616e+00 -2.696516767046879814e-01
3.297634615388699952e+00 -5.525893632283450430e+00 -3.374834471185840234e-01
3.848315934070699829e+00 -5.523413622223459996e+00 -4.055629980780720012e-01
4.398997252752690379e+00 -5.520611329143389590e+00 -4.737871659854169804e-01
4.949678571434700025e+00 -5.517134557941120399e+00 -5.421648943573159629e-01
5.500359890116699901e+00 -5.512807592271140145e+00 -6.107790965106090209e-01
6.051041208798699778e+00 -5.507622905888419851e+00 -6.797632422625849991e-01
6.601722527480699654e+00 -5.501646354256640059e+00 -7.492770860118399545e-01
7.152403846162700418e+00 -5.494952465523380347e+00 -8.194811337676930485e-01
7.703085164844689636e+00 -5.487590486850970173e+00 -8.905224282853120288e-01
8.253766483526689512e+00 -5.479565666964090198e+00 -9.625118836068620176e-01
8.804447802208699159e+00 -5.470749494713370353e+00 -1.035483535192359916e+00
9.355129120890689265e+00 -5.461017150973789924e+00 -1.109435889408940001e+00
9.905810439572700687e+00 -5.450128363075699589e+00 -1.184233564674270101e+00
1.045649175825469968e+01 -5.437838593124990183e+00 -1.259678406062880063e+00
1.100717307693670044e+01 -5.423802904769609690e+00 -1.335456898117739932e+00
1.155785439561869943e+01 -5.407711433758120023e+00 -1.411234742917979901e+00
1.210853571430070019e+01 -5.389352796137780288e+00 -1.486698222431110050e+00
1.265921703298269918e+01 -5.368694728508009995e+00 -1.561608773414119966e+00
1.320989835166469994e+01 -5.345883359960139636e+00 -1.635837752221289909e+00
1.376057967034670071e+01 -5.321159691656029977e+00 -1.709355304866960079e+00
1.431126098902869970e+01 -5.294785840284640166e+00 -1.782204633700799956e+00
1.486194230771070046e+01 -5.266984286821879913e+00 -1.854472168711120084e+00
1.541262362639269945e+01 -5.237912898816749596e+00 -1.926259950396149945e+00
1.596330494507470021e+01 -5.207706855090409981e+00 -1.997685981926959897e+00
1.651398626375669920e+01 -5.176457385348030016e+00 -2.068854108941220016e+00
1.706466758243870174e+01 -5.144239799126560264e+00 -2.139842775155630150e+00
1.761534890112070073e+01 -5.111099839472130313e+00 -2.210700659909320187e+00
1.816603021980269972e+01 -5.077047124506090192e+00 -2.281438898326610065e+00
1.871671153848469871e+01 -5.042067463343469669e+00 -2.352049569837820098e+00
1.926739285716670125e+01 -5.006136968728879921e+00 -2.422500936540080030e+00
1.981807417584870024e+01 -4.969221979570130010e+00 -2.492769222720249811e+00
2.036875549453069922e+01 -4.931286266295320075e+00 -2.562814663585850194e+00
2.091943681321270176e+01 -4.892294921588479895e+00 -2.632587799433010023e+00
2.147011813189470075e+01 -4.852209468171889917e+00 -2.702031612815349870e+00
2.202079945057669974e+01 -4.810996387112320249e+00 -2.771077950827260050e+00
2.257148076925869873e+01 -4.768633064326509796e+00 -2.839660022453970090e+00
2.312216208794070127e+01 -4.725109230621259648e+00 -2.907726862298590120e+00
2.367284340662270026e+01 -4.680438563631399873e+00 -2.975230775604599920e+00
2.422352472530469925e+01 -4.634636873667029811e+00 -3.042140353195430080e+00
2.477420604398669823e+01 -4.587726466643609946e+00 -3.108422250333009895e+00
2.532488736266870077e+01 -4.539743565671369829e+00 -3.174064109962670077e+00
